,resource_state,athlete,name,distance,moving_time,elapsed_time,total_elevation_gain,type,workout_type,id,external_id,upload_id,start_date,start_date_local,timezone,utc_offset,start_latlng,end_latlng,location_city,location_state,location_country,start_latitude,start_longitude,achievement_count,kudos_count,comment_count,athlete_count,photo_count,map,trainer,commute,manual,private,visibility,flagged,gear_id,from_accepted_tag,upload_id_str,average_speed,max_speed,average_cadence,average_temp,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,pr_count,total_photo_count,has_kudoed,suffer_score,average_watts,kilojoules,device_watts
147,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,13845.5,3589,3596,194.0,Run,0.0,4409390263,garmin_push_5892044816,4712648250.0,2020-11-29T18:43:42Z,2020-11-29T13:43:42Z,(GMT-05:00) America/New_York,-18000,"[38.882114, -77.10674]","[38.882375, -77.107394]",,,,38.882114,-77.10674,14,0,0,1,0,"{'id': 'a4409390263', 'summary_polyline': 'edilFb|ruMUAMRuAB_@L_A?KLAJ?n@Hd@Ed@o@j@a@VaAHk@Ey@L}CHc@RM@i@]SCIMGg@]yDGm@Qy@M}BIOgBOYGcFC[GEEG]Ck@S}AKk@CuBSwC?s@GiDLkA@m@Ao@IQ[EcCTsBFeAJg@AyAWqAYu@i@}@W{B_@_ABc@OiBu@_B_AyAaAYYe@o@EOa@}AG{@a@cDe@cBM]Y[MBk@WGSEa@y@_BWYYg@q@k@gA_B[QUWI?_@Qq@cAo@u@e@U]Jc@lAI~A[tBUvBQl@Ij@Q`@a@hBEVAl@SpBUfAS`@cAfHG`BCTe@vBs@hEYLw@n@gARi@Ti@`@c@h@q@hAcAxAYj@aA|D}@zCy@jD[`AM|@Yl@Sl@M|@g@rAIZOR_A|@iAv@gB|AmAz@}@d@oBd@iClAmBj@c@\\Y^w@zAm@z@{DdDs@b@sA`@uCfA_BdAmBtB_BrBMXMd@Wf@W~@m@bBId@k@zA_AnAk@fAY`@Sf@W\\w@p@s@b@w@X_B\\iCFqBOy@LgB|@wAz@]JoBLcBd@w@b@y@v@}@b@]HkADc@FwAHkD|Ay@j@{@^gCz@qAZ_Bx@s@VSZK^@FFVj@dAz@bAhAxBb@t@Z^pB|A`DdB^Zl@Xf@h@Rf@x@tCZ`B?fDGtDp@x@Xd@dAjA^VdAlA~@fBj@dBl@lA`@lAZn@vBdGNj@N`ANh@^v@RVXLZd@^\\VPnCnA`@Lx@JbAKbAi@p@g@lBg@rAOp@WbCg@JGzAkA`@g@hBcBpCuChB}AhEkCh@UvAcAnCoAxAiAb@Mb@Wt@[vAcAb@O|@k@fAc@bAk@vCwAtA}@pA{Ax@iAj@{@Lc@bAgARe@pCkCbB}B`D_EtA{BhCoDdAoA`B_Ct@uAZiAJk@@q@A}@I{@@]CgBIuB@Ib@e@Hu@EiABSVi@ZuBAy@FkAf@mBZm@PMZe@b@eA`@qAJo@h@eB^gBBSBaCWiBHKt@SxDEp@GbAAbAKb@FdAKbA?lCKzBSpBBdCKpD@zCUtAg@FQEk@[uBW_Ao@_Eu@sC?UNMf@C|BDxCEhCDxAErAc@|CMtC@v@EnAS|AG`B[^?VFv@KtAGJGz@gABB', 'resource_state': 2}",False,False,False,False,everyone,False,g7342502,0.0,4712648250.0,3.858,5.6,88.0,18.0,True,154.8,170.0,False,True,215.0,131.0,7,0,False,28.0,,,
148,2,"{'id': 29273440, 'resource_state': 1}",Lunch Activity,0.0,1298,1298,0.0,WeightTraining,,4398042231,garmin_push_5881072670,4700675699.0,2020-11-27T16:00:59Z,2020-11-27T11:00:59Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4398042231', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,4700675699.0,0.0,0.0,,22.0,True,62.4,97.0,False,True,,,0,0,False,1.0,,,
149,2,"{'id': 29273440, 'resource_state': 1}",Morning Run,11187.6,2956,2970,77.0,Run,0.0,4397908872,garmin_push_5880938199,4700534492.0,2020-11-27T15:03:48Z,2020-11-27T10:03:48Z,(GMT-05:00) America/New_York,-18000,"[35.074414, -80.971504]","[35.074725, -80.971684]",,,,35.074414,-80.971504,1,2,0,1,0,"{'id': 'a4397908872', 'summary_polyline': 'anauE|vemN^]^c@fAeAx@s@^g@L[Lw@?_@UuAHc@^[j@WVOTU^c@Xg@z@mA^W\\IfAQnAAxFTD@VLPZ?ZQdBTTdAx@xA|@b@Rv@T|@LbADd@Jf@R^Vh@j@Xd@`@z@Zf@p@l@RL^LNDx@?dAM\\@VDtCbAhAZlAt@v@\\ZT?FGf@aBpHSn@[~AU~AAd@@l@D^DfAFn@\\tAJZVb@dAdBzAfBt@`AdBdCR^^h@\\z@l@lAh@~A^pAZtAL|@R~C@bFEfAeCdRu@pEIp@KpAEv@IpEBxAHhAEh@GFR`@pA~Gt@zCNn@x@dCVpAPh@Nt@Pb@Lr@b@`Br@dBhFdLnCfHZdAf@vAjB`HrArE`@lAhAfCd@bAlAvBZf@FRhBpB`@TDAVK\\BpB|ArA~@dA~@nAh@h@`@bBpBs@{@}AqAoH_FY]w@a@II_CqCY_@Si@_@UUUi@{@mAmCc@qAUeAg@_Ba@kBqAaEo@{By@gCmAaD}@oBi@{A}@kBu@sAkAoCkAaDq@sCMOc@EIOg@oB[}Aw@}Cg@wCWgAa@iCMiBG}BFcB@_BHwA\\cDj@aD`@sDZwB~@oHRwDAkAEo@W}Bo@sEq@_C]w@]k@i@cA_A{AuAoB]a@a@m@m@w@_@a@]e@w@wAYcA_@kCGqAB_A`@cC`@aBTy@b@aALm@Dq@Jm@XgA?_@QYEOOScAa@aDw@}@Km@Ee@@{@Js@Gg@Ig@Qk@_@a@OSc@I_@i@iAIO[]YUu@a@g@MeA?e@EYCa@Ko@YcBkAm@g@g@i@CQNw@Bg@AQOUYGMA_D?[CwBIm@Dc@H_@N[Rk@d@kA~A_@`@c@ZUZu@X?J^`AHn@@`@G`@Wp@SV{@x@g@X{@x@e@h@K\\SXKAUUO@AI', 'resource_state': 2}",False,False,False,False,everyone,False,g7342502,0.0,4700534492.0,3.785,5.7,87.4,18.0,True,148.4,164.0,False,True,194.8,136.4,0,0,False,13.0,,,
150,2,"{'id': 29273440, 'resource_state': 1}",hwet.,6825.0,2354,2526,71.0,Run,0.0,4393640805,garmin_push_5876763719,4696021932.0,2020-11-26T15:24:01Z,2020-11-26T10:24:01Z,(GMT-05:00) America/New_York,-18000,"[35.020023, -80.950195]","[35.01915, -80.950705]",,,,35.020023,-80.950195,1,1,0,2,0,"{'id': 'a4393640805', 'summary_polyline': 'czvtEvqamNUSw@gAcAiBOQUQUMSWe@cAs@oA[s@_@e@[S}@i@YAg@c@iA{AiAoBg@i@U]GQCSVcGESm@CU?OCkCmAa@Kc@Jw@^g@PWEu@e@c@S_@Ea@?w@\\]JSB]E[MYSw@USa@KGgASwFg@IAMYkAGi@LULg@^mB~AgBx@[H_@DcABe@MKIIUIk@Hc@`@wAXWBg@R]^Yl@YTQXKHIBIYYIAsARICOIYCSSm@y@]UOW[OYUQSSIOQIMG_@?c@HW^g@H[GUDGNGTq@BKAOKQQEM[c@i@O]MMq@S[BcBB]DkAGY]GsAYaAEIICQFEJWrAOdAK^[^c@Xo@j@}@^e@F]AQSq@]qAgAEW@MZoAJ_Ad@iBPa@h@aCHQLMDMRwBHUTg@Lc@Hi@DGH?PNt@r@XRp@t@^ZXb@N`@?n@E`@Eb@_@fB?TDJj@p@JTPfAB\\ZpBHJABQHF\\@r@H\\@NDnCDf@RhAXt@?NEJEVHz@HP^Gp@P\\XP\\VFXL@FKn@Ad@M`@S\\Sx@GFUf@ANDRAF]b@]XUXO^@Zv@lA`@b@P@ZON?F@RNl@RHCPMPA`@Lj@Qn@GPMTk@@g@Fo@Si@BKBEVGpACdBY`@Qx@i@lAmAP@XKZSXKbAMtAF`AB^Hf@B~@Nd@@\\J^`@TDv@Zd@LZDf@CTIPKPElARdAj@JBRBp@M\\Qf@KXAZHt@RZT~@b@^@ZHDTAv@FxDNb@LZd@n@f@bA~AtBXVXPJ@VTZ\\\\VnAvAn@nALPd@hA\\T\\Xr@rAVh@l@`AdA`AhAlAn@JJADI', 'resource_state': 2}",False,False,False,False,everyone,False,g6995573,0.0,4696021932.0,2.899,5.1,84.3,22.0,True,149.5,162.0,False,True,201.6,146.8,0,2,False,11.0,,,
151,2,"{'id': 29273440, 'resource_state': 1}",Morning Run,10076.2,2670,2670,106.0,Run,0.0,4389392623,garmin_push_5872546128,4691526155.0,2020-11-25T15:58:41Z,2020-11-25T10:58:41Z,(GMT-05:00) America/New_York,-18000,"[35.074501, -80.971636]","[35.074541, -80.971692]",,,,35.074501,-80.971636,2,1,0,1,0,"{'id': 'a4389392623', 'summary_polyline': 'snauEvwemNVOt@o@|A{Av@{@T]Na@Dg@Ay@MaAHo@TOv@]TOf@q@v@sAf@g@f@Wn@Od@Ip@CX@rBRfDLZLN\\En@Mt@?FJNp@b@|ApA\\R`@PtANzAHj@Jf@Rd@b@X`@^`@h@bAh@x@`Aj@f@Pd@F^G`@OJ?lA?~APZHx@l@|Av@Vt@VPRFLN?\\[zAs@pCi@|Aa@bBYdBCn@JjBFt@Hn@Tx@?`@@FZP^r@j@z@p@v@fCfD~@pAlBlDz@vBZdAZ~ALt@T~BFrB?rBCt@WbC[xB_@~C}@~GMp@BbAJf@Dn@]rCKlBFtBAfAJzBD^HL\\FnBClEF|CJxDTz@Dp@CbCL`DFhAB`CAf@Cf@If@Bv@At@BTOD_AH]Hk@EmE`@sEAq@MwAK_@S]a@g@Yi@cA_BSe@O{@SgCG][w@OQgD{Bm@s@G@]P[`@cAdAkAz@{AlAs@f@Y`@Uh@]rA[z@MPKNa@Tm@P_@Fw@DqAB]FsAv@aBpAoAH_AGQMEOL{AZgCZaBvA}KJgB?gEEmBK}AYqCK[a@a@]m@i@eBMYm@eAa@e@c@s@o@}@{@cAcCaD{@}@q@_Ba@mBYyCBaAVkBVmAPy@bBsFR}@Di@g@y@qAYm@Q_@Yc@Qc@GWOQQ[Kc@GECQ_@c@aBQe@QUMA_@HIKCMJEFA`@HT^\\x@JZFj@?FI`@SRq@Hy@?_@G_@KYQ_@[g@w@w@cBa@m@COFo@?sAAUSuAUwBMe@]e@c@I_ANCECM?EJGb@Ab@Fj@\\T`@Lj@PxAPdCK`ASf@KFWCk@O_AI}@Ci@I[Ge@Su@m@a@_@mAy@OOGM?GFi@Be@COS]qDCkDKU@UDg@Pg@Za@\\cAtAa@^[RkAf@IH?JXrA?LAp@Gb@Sh@S\\y@t@}@r@kAfAWXGDWF', 'resource_state': 2}",False,False,False,False,everyone,False,g7342502,0.0,4691526155.0,3.774,6.1,87.7,19.0,True,147.7,162.0,False,True,209.8,170.8,1,0,False,12.0,,,
152,2,"{'id': 29273440, 'resource_state': 1}",Night Walk,4645.0,2835,37821,96.0,Walk,,4388682819,garmin_push_5871828174,4690778567.0,2020-11-25T03:26:14Z,2020-11-24T22:26:14Z,(GMT-05:00) America/New_York,-18000,"[35.074313, -80.971347]","[35.074706, -80.971598]",,,,35.074313,-80.971347,0,0,0,1,0,"{'id': 'a4388682819', 'summary_polyline': 'mmauE|uemNXIXS@EPQ~@s@Z_@PM\\c@HSF[De@CWIi@U{@?EDIBYAMH?BB?MFO@SHQLAPe@@?HYAO?OECKHMKICCIBKGSHc@FKr@LD?@EQMGBBBD?CESFKAEE[CGE?o@?ELOn@K?BGS_@FALKDGTDN@n@HTI|@FAA?JUERSl@EX?~@GVA`@BPZbARbAEr@I^KZGFCLy@x@SLK@g@f@OHIB_AbAKFk@PQGEC?EE?r@F@Aj@i@TKl@g@hAiALO?Eb@[RWL_@Fk@?]Gy@OcA@YLQx@W`@[bAkAd@u@FE@B@ABFX_@ZWXKF@~@MlAG?DD@pBD`ANxADLBLJH\\?d@K~@DHJNVPd@TRTpBrAdANzBL`@FZHP\\NNPNVL`B`DZXf@Tr@P^BnAAr@KlBPd@Lj@Vx@d@j@PpAl@NB_@E]MEEBAy@WIIAES?e@Ms@So@WWIu@Eo@?gAHGD]@]Gu@Y[Oi@_@e@m@u@{A{@aAUO_@Q[G}@Ei@?]C[Gk@Qi@[k@c@U?QGc@c@S_@YWASFiAAe@Q[MGg@?_BKw@@cBEqA@K@}@ZQ^UT_@j@}@fAs@h@]CGCGB?CDA@@ACCFODGHU^?JTfADl@EP?b@Kh@Ub@_A|@wAdAGHD@?EBBG@ILeAd@g@JCC', 'resource_state': 2}",False,False,False,False,everyone,False,g7313202,0.0,4690778567.0,1.638,7.5,60.6,21.0,True,104.8,139.0,False,True,291.4,240.6,0,0,False,6.0,,,
153,2,"{'id': 29273440, 'resource_state': 1}",Morning Activity,0.0,3259,3259,0.0,WeightTraining,,4384577648,garmin_push_5867782896,4686427535.0,2020-11-24T15:04:08Z,2020-11-24T10:04:08Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4384577648', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,4686427535.0,0.0,0.0,,26.0,True,80.4,143.0,False,True,,,0,0,False,4.0,,,
154,2,"{'id': 29273440, 'resource_state': 1}",Glideride Test,6470.9,1857,1857,0.0,Run,0.0,4382037953,garmin_push_5865211926,4683718368.0,2020-11-24T00:05:18Z,2020-11-23T19:05:18Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4382037953', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,g7342502,0.0,4683718368.0,3.485,4.0,91.2,25.0,True,147.3,172.0,False,True,,,0,0,False,13.0,,,
155,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,3237.9,2229,26277,55.0,Run,0.0,4378087608,garmin_push_5861225958,4679455219.0,2020-11-22T21:00:38Z,2020-11-22T16:00:38Z,(GMT-05:00) America/New_York,-18000,"[38.882223, -77.1078]","[38.88184, -77.107777]",,,,38.882223,-77.1078,0,1,0,1,0,"{'id': 'a4378087608', 'summary_polyline': '{dilFvbsuMQDIE[g@ATJ\\?LJRk@?IEKS?EEIYKa@CoAj@}ATi@Bs@Co@Li@@QBg@?e@Da@Hg@N{@DoDJSAAC?IUFCLWD[RsBTOFKJJH|Al@IECKMEAK?FDCGOG?MLAINSNFBPCJC@IEU??A{@Mp@L?CBFAFQG_@A|@E\\RFFH@PQv@kAPa@LGZCnAAD@@DTEH@BCXA?Cz@@XD|@MNG\\CHc@LIREV@fAQnACb@G`@AFIf@BfACV?JBFLv@m@D@NC\\BNIH?\\MVM@?BFb@uEHFTn@@NB@FCH@JKF?FFB@@AGaBHY?o@Sm@Q}@S_@a@sAQSQBG]?SDGOk@?KDGEKDAEMSGi@NQ?USG?IDWBS`@AHM@SGACiAZ_An@[`@MV?FFNPVHVDb@DFEJ?READCL@BFXRX\\^~@h@vBNNNFj@CVDDALMHBLb@?RD`@FPD@JPB@QPIDbDr@L@C?ADBNE?BBN?\\E@a@Aa@Me@KQ@ILWIo@BPBZ?`@ABc@POROh@CZUBMEGG', 'resource_state': 2}",False,False,False,False,everyone,False,g7313202,0.0,4679455219.0,1.453,6.2,66.0,23.0,True,109.2,140.0,False,True,186.0,152.6,0,0,False,3.0,,,
156,2,"{'id': 29273440, 'resource_state': 1}",Evening Walk,4150.0,2807,57941,41.0,Walk,,4376555031,garmin_push_5859740220,4677809432.0,2020-11-22T01:42:19Z,2020-11-21T20:42:19Z,(GMT-05:00) America/New_York,-18000,"[38.881347, -77.107836]","[38.882439, -77.107524]",,,,38.881347,-77.107836,0,0,0,1,0,"{'id': 'a4376555031', 'summary_polyline': 'k_ilF~bsuMIX_@K?@JEZHJUZSFMGm@PKPDPRhA^f@CJDTAl@SNDCf@GNF^FLF^Ej@I`@ARDVFQFL@f@Il@@HIfAAt@EXGH?LQv@AP\\n@@JHPNPAFN`@ABIRG`@IBKRUNO@CCW?IDc@Dc@Fg@XODo@_@m@QKJM@BGGEQA_@WI]IOGWAsAIUOGOCCCGc@Wo@G[AOHWAKYi@@QQECCJyAQw@MeAKYA_@?KPw@LG@GLOR?NGP@EA@I?FDJrFjBq@GACABp@Zl@DLCDEHY@Y?IK[c@g@eBcBQa@M@AFECIFB@KJg@DMQIAe@Ti@[W@[G@CCFGDOH[@SOAWBAWDo@WKSCMIAM}@OOI]MO@SC?HBEG@BQ@OGU@QEK@OOIEEEOEYYACBESc@CWBOCg@DKn@g@`@Oj@]b@RLD\\M^]R@TQTK`@KBKN@?FJAPMBEAMNWd@WRFBBRDHFR@?JHLVLFA?BH?DCPVn@Fv@r@DJAB@FJLDT\\f@Nj@Rj@PZ@^N\\Jf@LVJHVh@Av@Nr@?n@F@?RF?JPHABBGHCH?LKx@?`@R^BNG\\BLNR?L@B@VEJER@\\DCCHNRBHCJBJGROTGNa@l@Kj@Bf@TZ?RG@DHBLKv@RlAFVONALELUN[BQDo@`@GAC@BBC@@@EBGEWCYQs@GcARKAc@s@w@aA?EIOKGSUKY\\c@Fa@GYBa@IQC_@GO?GMKCI]YFCL[Cc@SeAOMIQIi@EcA@o@J[P}@RQTI@?EF@CAA', 'resource_state': 2}",False,False,False,False,everyone,False,g7313202,0.0,4677809432.0,1.478,6.0,59.5,23.0,True,98.5,142.0,False,True,146.4,98.2,0,0,False,5.0,,,
157,2,"{'id': 29273440, 'resource_state': 1}",Full Send,24215.0,6363,6394,192.0,Run,0.0,4370667197,garmin_push_5854197253,4671509304.0,2020-11-21T15:48:10Z,2020-11-21T10:48:10Z,(GMT-05:00) America/New_York,-18000,"[38.881773, -77.106507]","[38.881674, -77.106575]",,,,38.881773,-77.106507,17,3,0,1,0,"{'id': 'a4370667197', 'summary_polyline': 'abilFtzruMmAJk@d@@RaBb@o@~@IXAd@Wb@gAb@}@l@sAEWFInAH^EvAFr@KZUVo@\\eBXOLQrAFlFKfDHpAbAV~FMZt@Hd@@pAOr@DhCFl@BfCH\\\\^jBSdF}B~AW^KnC_CfAiCV}AvAeBb@{@r@k@ZaA~@eAn@{Ax@y@vBmDj@mAlAiAd@wApBkCjBeDtAmBl@mA~@eANs@P]bBqBpBgD|EiHfCiCdDyE|BuCxF_G|H{OtA_C|DsJ~@gANi@~@gAf@a@xAs@fB_@jLUvABTLFNjCWzAg@zAYzCyAbBuAfCuAnIaG~D{Bh@m@|DqC~GiGf@U`AaApDeFtBsDrGuM`FwFbAw@lAa@pBsAXJlBuAnDqCNSjCeBd@Ol@q@pBi@n@g@~@uAd@aCNiBN[^]l@@h@y@Ng@Bs@|@yDZqCjAcFZk@l@kCbBmE`B{Fd@g@d@cB~CiHh@?fAh@x@Gj@QnCf@tCdB|@?`EnBp@@lNwBvH}ATOzBOtGuAvDA`Cu@xBKdCk@nD]pALbFzAnCdAbDzAd@Dj]gCfDg@bGeBhDuApA[jAo@t@UxGaBbAM~Ai@hOkDVUJe@JgBPm@Hq@?iBJa@SeBPm@`@i@Fe@CaAf@mFC_AXmD\\wBTwGX}BZmFCUk@_@Yc@mBm@Gq@Dc@@_BGGkBGsBYc@WOW]ImHu@eDk@kDQ}CiAeE[i@MsBI_JkAaDBkCf@aYfB{J~A_GJwGj@cDLsJ|@oIVuFj@aO`AuAV_@|BBj@bD`C^bAj@b@BTwDfGqA`CK`AiBpH[hBwAjGElCk@pD}AtEcDhF_E|GmCxGm@fB_A`B]~@_@H_@Xk@~AcAbEIpAYlBCz@wA|FQ~Aa@|Bs@lDq@xEg@~Ei@~Bi@z@_@TiCp@y@z@yChBeDfCe@f@oB`Ao@FIX]f@kBv@iAdAm@ZOf@a@B}AlAy@tAoBvCaFjLiAxAeBvC_AbAsKbJkDzBsCzB_J|FcCrA{C|BmGtC{AC_B\\q@BgFFeCGcDNwBd@uBnA{BjC]n@iA`D}A~CSp@cBhCsC~Fc@nA{BtDwBrCsBjBkBzBeB`CsDrFkBbE}@jAgAx@eAlAaA`@_@Ue@FUV]h@C`@HxAYr@{D`FgAv@i@x@qANaCWsCAw@QmDOeCPyBk@W?{@p@_AEoA\\iAs@}AaBEOF_@v@EpAg@', 'resource_state': 2}",False,False,False,False,everyone,False,g6682189,0.0,4671509304.0,3.806,8.7,87.3,20.0,True,155.6,172.0,False,True,95.4,5.4,10,0,False,52.0,,,
158,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,10078.7,2528,2528,0.0,Run,0.0,4366444497,garmin_push_5850157339,4667067782.0,2020-11-20T21:51:11Z,2020-11-20T16:51:11Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4366444497', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,g6995573,0.0,4667067782.0,3.987,4.3,91.0,25.0,True,155.2,173.0,False,True,,,0,0,False,21.0,,,
159,2,"{'id': 29273440, 'resource_state': 1}",Night Walk,2248.0,1569,1876,32.0,Walk,,4362950335,garmin_push_5846631710,4663357905.0,2020-11-20T03:24:39Z,2020-11-19T22:24:39Z,(GMT-05:00) America/New_York,-18000,"[38.881842, -77.108104]","[38.881999, -77.107864]",,,,38.881842,-77.108104,0,0,0,1,0,"{'id': 'a4362950335', 'summary_polyline': 'obilFtdsuMQIQ?@AfA?z@QVq@F[AGDE?UYQK]BQXWCkAI}@?q@AUQo@Ge@EQEBAAS_@CGB?@EEMQ[]cACWHm@@o@Na@IJAP?P@CGKIIe@OABCGKIu@TIDEJWXc@BIEEOMQSB]RGFIZSTO`@MJ[Ew@n@KDm@Nc@HKFSFEB?HIAm@T[FSNM@AAGDSZCAF@NANVC@?CBCB?@E@BM@@A?@BAGAD@?F?I_@SO@YLIPc@\\Ub@FBGJCJItC?jCBzBH|@Lj@d@hALj@BfADj@DBd@?JG@HD@@CAAF?x@Q`AMFEEe@As@Nq@As@FcAIk@@Gb@Gx@UT?TGTEl@?\\CTFJALDBDNDPARWHDHIDHt@QJBLGNBHAFG^GNG@HCB?AYVE?', 'resource_state': 2}",False,False,False,False,everyone,False,g7313202,0.0,4663357905.0,1.433,5.7,64.4,27.0,True,102.3,139.0,False,True,123.0,90.6,0,0,False,3.0,,,
160,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,10714.8,3000,3004,124.0,Run,0.0,4362029449,garmin_push_5845835550,4662388254.0,2020-11-19T20:44:00Z,2020-11-19T15:44:00Z,(GMT-05:00) America/New_York,-18000,"[38.845915, -77.118901]","[38.843594, -77.11854]",,,,38.845915,-77.118901,0,2,0,1,0,"{'id': 'a4362029449', 'summary_polyline': '}ablFdhuuMI@WPw@r@KPg@lBGl@?LBLMrAOj@g@xAShA_ApDETU~@mAzDU~@?FDHj@ZvBpBfA|@D@XMp@mAXa@Xi@D[POb@aAf@k@Zc@dAcA`@[VMz@s@PKb@QhAJf@U`Ds@b@GjAc@b@EX?dAWz@[j@Gb@ILNNj@\\dBZbA|@|BTz@Vt@Lj@FJPFz@m@`@OPVL`@l@lCRtAbApHLpA^zBD|@\\nAtCnL\\`AXd@Rz@@XNj@f@|@HTDj@Cr@G`@]v@STOJg@Ja@GuCoAS?m@HgA\\_@T_@^GPu@lAYv@INGBKAe@MYU[m@Sk@m@}@{@m@][iAaB?OJ]x@cA`@a@TSLELE`@AHKFi@Ao@Kw@_@eACs@Ek@Nw@\\c@rBeB~@s@vA{@bA}@n@c@b@QdAKd@KT?LJJE\\Wn@WhB]`BN`Ez@l@RJDPPHTHHbCrAfAx@Z^P^Rv@ZtBf@bBLl@j@dBzA|CNj@Xl@bAbBt@|An@jADPId@[VNI\\IDBDND`BAFQTo@Je@La@@cBx@YDs@Ce@G_BPk@N_@VuApASL[FcAG]@o@JmA@q@JyAHm@FUFi@\\YZMFa@`@i@b@w@x@s@hAUJ{@HIDUNq@x@SHmBK]@QHKLYn@c@xASrBq@|BKjBU`AUf@IjBIn@e@dBIpA@r@Gh@EHa@^Q\\Gh@DxAOx@YR}A@_AS[OGUKeBIm@MqBKi@e@{@uAeDS[QMg@k@C_@ACIAc@Aq@Wq@Qa@QuAkA]_@Yk@w@w@i@kASy@i@{Ay@qCsCuHa@_BUk@Y[Qk@Ic@Wc@Uu@sBmFgAgDaAeCm@yBoAwDOm@Qm@Qe@Mm@c@cAOm@Ge@]m@Ia@ASc@qBk@mBq@kBSgAg@qBqAuCa@u@gBsDk@}AYsAKs@IeA?m@Eq@Na@`@Mj@FXEd@?h@Ld@ZRZfAhCRT\\PvBj@r@\\vAb@P?DC^Af@Hf@KlARj@CRIRYb@gBh@uA`@kBRu@J{@hAgEFMJCH@\\^\\@P[bA_FPs@FM^UD@`Bz@jAO`@KLIVATBjBk@zAcA\\ELICG', 'resource_state': 2}",False,False,False,False,everyone,False,g6682194,0.0,4662388254.0,3.572,5.2,85.9,14.0,True,150.0,168.0,False,True,85.4,27.2,0,1,False,15.0,,,
161,2,"{'id': 29273440, 'resource_state': 1}",Lunch Activity,0.0,2302,2302,0.0,WeightTraining,,4360837864,garmin_push_5844686966,4661142541.0,2020-11-19T16:27:32Z,2020-11-19T11:27:32Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4360837864', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,,0.0,4661142541.0,0.0,0.0,,25.0,True,104.3,146.0,False,True,,,0,0,False,4.0,,,
162,2,"{'id': 29273440, 'resource_state': 1}",Morning Walk,3736.5,2504,2615,37.0,Walk,,4360354848,garmin_push_5844206733,4660636689.0,2020-11-19T14:28:48Z,2020-11-19T09:28:48Z,(GMT-05:00) America/New_York,-18000,"[38.882465, -77.107504]","[38.882172, -77.107712]",,,,38.882465,-77.107504,0,0,0,1,0,"{'id': 'a4360354848', 'summary_polyline': 'kfilF|`suMBLLLADGH_@??BH??LGACCWLCC@KHS@IOASGAGIICO[HORg@`@ODE?IF{@A{@Lc@@QIWa@EYE{ECUEG[CIEg@NYDWGGWDw@D[CCAEBKC[MWB@JQBBFGRCJKd@MFEBITMRDDC^UxAs@HIFYKM_@IOIEM?Qb@k@PODg@Nk@HMZFb@PN?HGP@LEDILMLc@FAp@?^EJJCl@J^^b@ZNDZDFn@\\XDJFZE^Vn@p@Jb@PZJp@z@fBXjAf@d@Jl@Lb@Jz@?\\Nx@PBTHD?DDDCd@FZ?@@DR\\RFJBCZCBIHAAHFZJH`@CP@n@PHADIZMHB^RXBXF@BJp@?ZAP@BCPP|ACp@DFXLh@j@NXETe@j@O\\URk@x@Qd@KFGHa@FCJQJEVHVAXDb@`AX^TNd@XXFFAHJNCZJXRBXJ@HV`@Df@EXQ^Yr@g@h@_@Ls@b@aBb@_A^C@w@Jm@Vo@HSFQB_@AKDCAg@oAWMIKKWIk@GMAEB?C?F@Ck@Pq@PWLo@Fq@Om@FWG]FONMCEBC@Q@YE]FUAI[C@SDYAYCWDS?S@AECFUO_@HMBWNy@?SEIGUIAC[Oi@BQXe@@o@BM@KJKHCHk@AGUk@W[Ks@GO?MIICIIIc@KUUWi@YYMCIFKl@Qj@ECAEIBCLc@^AHU`@?HEDQ?o@MSU@IcAMHB?@LHEC', 'resource_state': 2}",False,False,False,False,everyone,False,g7313202,0.0,4660636689.0,1.492,7.0,60.5,24.0,True,98.3,128.0,False,True,107.2,89.2,0,0,False,4.0,,,
163,2,"{'id': 29273440, 'resource_state': 1}",Afternoon Run,12270.2,3601,3601,0.0,Run,,4357894934,garmin_push_5841717915,4658027442.0,2020-11-18T21:46:22Z,2020-11-18T16:46:22Z,(GMT-05:00) America/New_York,-18000,,,,,,,,0,0,0,1,0,"{'id': 'a4357894934', 'summary_polyline': None, 'resource_state': 2}",True,False,False,False,everyone,False,g6682189,0.0,4658027442.0,3.407,4.9,91.4,22.0,True,145.8,163.0,False,True,,,0,0,False,17.0,,,
